INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
E96-24s v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.8992,0.6048,8.5093,4.0933,7.2809,2.8649,Intel,24,true
E96-48ads v5,96,672,10.704,6.288,8.1259,3.7099,6.8054,2.3894,1.0704,0.6288,8.6862,4.2702,7.3556,2.9396,AMD,48,true
E96-48as v4,96,672,10.464,6.048,8.0448,3.6288,6.8352,2.4192,1.0464,0.6048,8.5069,4.0909,7.2797,2.8637,AMD,48,true
E96-48as v5,96,672,9.84,5.424,7.6161,3.2001,6.4771,2.0611,0.984,0.5424,8.094,3.678,6.9837,2.5677,AMD,48,true
E96-48ds v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,2.056,0.6912,9.1576,4.7416,7.7248,3.3088,Intel,48,true
E96-48s v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.8992,0.6048,8.5093,4.0933,7.2809,2.8649,Intel,48,true
M128-32ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.585,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,32,true
M128-64ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.585,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,64,true
L8as v3,8,64,0.992,0.624,0.7673,0.3993,0.6301,0.2621,0.0992,0.0624,0.8289,0.4609,0.6869,0.3189,AMD,8,true
L16as v3,16,128,1.984,1.248,1.5347,0.7987,1.2602,0.5242,0.1984,0.1248,1.6578,0.9218,1.3739,0.6379,AMD,16,true
L32as v3,32,256,3.968,2.496,3.0695,1.5975,2.5203,1.0483,0.3968,0.2496,3.3156,1.8436,2.7477,1.2757,AMD,32,true
L48as v3,48,384,5.952,3.744,4.6041,2.3961,3.7805,1.5725,0.5952,0.3744,4.9733,2.7653,4.1216,1.9136,AMD,48,true
L64as v3,64,512,7.936,4.992,6.1389,3.1949,5.0407,2.0967,0.7936,0.4992,6.6311,3.6871,5.4954,2.5514,AMD,64,true
L80as v3,80,640,9.92,6.24,7.6736,3.9936,6.3008,2.6208,0.992,0.624,8.2889,4.6089,6.8693,3.1893,AMD,80,true
L8s v2,8,64,0.992,0.624,0.7655,0.3975,0.632,0.264,0.0992,0.0624,0.8289,0.4609,0.6869,0.3189,Intel,8,true
L16s v2,16,128,1.984,1.248,1.531,0.795,1.2639,0.5279,0.1984,0.1248,1.6578,0.9218,1.3739,0.6379,Intel,16,true
L32s v2,32,256,3.968,2.496,3.062,1.59,2.5278,1.0558,0.3968,0.2496,3.3156,1.8436,2.7477,1.2757,Intel,32,true
L48s v2,48,384,5.952,3.744,4.5929,2.3849,3.7917,1.5837,0.5952,0.3744,4.9733,2.7653,4.1216,1.9136,Intel,48,true
L64s v2,64,512,7.936,4.992,6.1239,3.1799,5.0556,2.1116,0.7936,0.4992,6.6311,3.6871,5.4954,2.5514,Intel,64,true
L80s v2,80,640,9.92,6.24,7.6549,3.9749,6.3195,2.6395,0.992,0.624,8.2889,4.6089,6.8693,3.1893,Intel,80,true
L8s v3,8,64,1.066,0.698,0.8147,0.4467,0.6612,0.2932,0.2252,0.0698,0.8824,0.5144,0.721,0.353,Intel,8,true
L16s v3,16,128,2.132,1.396,1.6295,0.8935,1.3223,0.5863,0.4505,0.1396,1.7647,1.0287,1.442,0.706,Intel,16,true
L32s v3,32,256,4.264,2.792,3.2589,1.7869,2.6446,1.1726,0.901,0.2792,3.5294,2.0574,2.8839,1.4119,Intel,32,true
L48s v3,48,384,6.396,4.188,4.8884,2.6804,3.9669,1.7589,1.3515,0.4188,5.2941,3.0861,4.3259,2.1179,Intel,48,true
L64s v3,64,512,8.528,5.584,6.5177,3.5737,5.2893,2.3453,1.802,0.5584,7.0589,4.1149,5.7678,2.8238,Intel,64,true
L80s v3,80,640,10.66,6.98,8.1472,4.4672,6.6116,2.9316,2.2525,0.698,8.8236,5.1436,7.2098,3.5298,Intel,80,true
L4s,4,32,0.546,0.343,0.4867,0.3027,N/A,N/A,0.0546,0.0343,0.4811,0.2971,0.4184,0.2344,Intel,4,true
L8s,8,64,1.091,0.686,0.9736,0.6056,N/A,N/A,0.1091,0.0686,0.9621,0.5941,0.8369,0.4689,Intel,8,true
L16s,16,128,2.182,1.373,1.9473,1.2113,N/A,N/A,0.2182,0.1373,1.9252,1.1892,1.6745,0.9385,Intel,16,true
L32s,32,256,4.365,2.746,3.8947,2.4227,N/A,N/A,0.4365,0.2746,3.8503,2.3783,3.3489,1.8769,Intel,32,true
NC6,6,56,1.084,0.9,N/A,N/A,N/A,N/A,0.1084,0.09,1.002,0.726,0.7769,0.5009,Intel,6,false
NC12,12,112,2.168,1.8,N/A,N/A,N/A,N/A,0.2168,0.18,2.0041,1.4521,1.5539,1.0019,Intel,12,false
NC24r,24,224,4.77,3.96,N/A,N/A,N/A,N/A,0.477,0.396,4.2985,3.1945,3.3081,2.2041,Intel,24,false
NC24,24,224,4.336,3.6,N/A,N/A,N/A,N/A,0.4336,0.36,4.0081,2.9041,3.1078,2.0038,Intel,24,false
NC6s v3,6,112,3.3408,3.06,2.2252,1.9492,1.2552,0.9792,0.5776,0.4495,2.5762,2.3002,2.0484,1.7724,Intel,6,true
NC12s v3,12,224,6.6816,6.12,4.4504,3.8984,2.5104,1.9584,1.1552,0.899,5.1524,4.6004,4.0967,3.5447,Intel,12,true
NC24rs v3,24,448,14.5872,13.464,9.6805,8.5765,6.2043,5.1003,2.5221,1.9779,11.2249,10.1209,8.9024,7.7984,Intel,24,true
NC24s v3,24,448,13.3632,12.24,8.9008,7.7968,5.0208,3.9168,2.3105,1.7981,10.3048,9.2008,8.1934,7.0894,Intel,24,true
NC4as T4 v3,4,28,0.71,0.526,0.5206,0.3366,0.3839,0.1999,0.0848,0.0526,0.5813,0.3973,0.4748,0.2908,AMD,4,true
NC8as T4 v3,8,56,1.12,0.752,0.8493,0.4813,0.6538,0.2858,0.1337,0.0752,0.9361,0.5681,0.7838,0.4158,AMD,8,true
NC16as T4 v3,16,110,1.94,1.204,1.5066,0.7706,1.1935,0.4575,0.2316,0.1204,1.6455,0.9095,1.4017,0.6657,AMD,16,true
NC64as T4 v3,64,440,7.296,4.352,5.7293,2.7853,4.5978,1.6538,0.8711,0.4352,6.2315,3.2875,5.3502,2.4062,AMD,64,true
NC24ads A100 v4,24,220,4.777,3.673,3.505,2.401,2.4671,1.3631,1.4164,1.089,4.1614,3.0574,3.3699,2.2659,AMD,24,true
NC48ads A100 v4,48,440,9.554,7.346,7.0101,4.8021,4.9341,2.7261,2.8328,2.1781,8.3228,6.1148,6.7398,4.5318,AMD,48,true
NC96ads A100 v4,96,880,19.108,14.692,14.0201,9.6041,9.8682,5.4522,5.6655,4.3562,16.6456,12.2296,13.4795,9.0635,AMD,96,true
NG8ads V620 v1,8,16,1.276,0.908,1.0033,0.6353,0.8218,0.4538,0.319,0.227,1.0581,0.6901,0.8765,0.5085,AMD,8,true
NG16ads V620 v1,16,32,2.551,1.815,2.0066,1.2706,1.6435,0.9075,0.6378,0.4538,2.1154,1.3794,1.7524,1.0164,AMD,16,true
NG32ads V620 v1,32,64,5.102,3.63,4.013,2.541,3.287,1.815,1.2755,0.9075,4.2308,2.7588,3.5048,2.0328,AMD,32,true
NG32adms V620 v1,32,176,6.191,4.719,4.7753,3.3033,3.8315,2.3595,1.5478,1.1798,5.0584,3.5864,4.1146,2.6426,AMD,32,true
NV6,6,56,1.411,1.202,N/A,N/A,N/A,N/A,0.1411,0.1202,1.2765,1.0005,1.0175,0.7415,Intel,6,false
NV12,12,112,2.822,2.403,N/A,N/A,N/A,N/A,0.2822,0.2403,2.5523,2.0003,2.0344,1.4824,Intel,12,false
NV24,24,224,5.643,4.807,N/A,N/A,N/A,N/A,0.5643,0.4807,5.1054,4.0014,4.0694,2.9654,Intel,24,false
NV12s v3,12,112,1.692,1.14,1.2781,0.7261,1.0582,0.5062,0.1692,0.114,1.5009,0.9489,1.2553,0.7033,Intel,12,true
NV24s v3,24,224,3.384,2.28,2.5564,1.4524,2.1163,1.0123,0.3384,0.228,3.0019,1.8979,2.5105,1.4065,Intel,24,true
NV48s v3,48,448,6.768,4.56,5.1127,2.9047,4.2327,2.0247,0.6768,0.456,6.0037,3.7957,5.0211,2.8131,Intel,48,true
NV4as v4,4,14,0.417,0.233,0.3331,0.1491,0.2865,0.1025,0.0417,0.0233,0.378,0.194,0.3277,0.1437,AMD,4,true
NV8as v4,8,28,0.834,0.466,0.6663,0.2983,0.573,0.205,0.0834,0.0466,0.7559,0.3879,0.6555,0.2875,AMD,8,true
NV16as v4,16,56,1.668,0.932,1.3325,0.5965,1.1461,0.4101,0.1668,0.0932,1.5118,0.7758,1.311,0.575,AMD,16,true
NV32as v4,32,112,3.336,1.864,2.6649,1.1929,2.2922,0.8202,0.3336,0.1864,3.0236,1.5516,2.6219,1.1499,AMD,32,true
NV6adsv5,6,55,0.73,0.454,0.5665,0.2905,0.4758,0.1998,0.1825,0.1135,0.6539,0.3779,0.5561,0.2801,AMD,6,true
NV12ads A10 v5,12,110,1.46,0.908,1.1332,0.5812,0.9515,0.3995,0.365,0.227,1.3078,0.7558,1.1122,0.5602,AMD,12,true
NV18ads A10 v5,18,220,2.428,1.6,1.852,1.024,1.532,0.704,0.607,0.4,2.1598,1.3318,1.815,0.987,AMD,18,true
NV36ads A10 v5,36,440,4.856,3.2,3.704,2.048,3.064,1.408,1.214,0.8,4.3197,2.6637,3.6301,1.9741,AMD,36,true
NV36adms A10 v5,36,880,6.176,4.52,4.5488,2.8928,3.6448,1.9888,1.544,1.13,5.4185,3.7625,4.4444,2.7884,AMD,36,true
NV72ads A10 v5,72,880,9.832,6.52,7.4848,4.1728,6.1808,2.8688,2.458,1.63,8.7393,5.4273,7.3342,4.0222,AMD,72,true
ND96amsr A100 v4,96,1900,37.186,32.77,25.3888,20.9728,18.8348,14.4188,4.9755,4.2863,32.6605,28.2445,21.4269,17.0109,AMD,96,true
HB176rs v4,176,656,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,176,true
HB176-144rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,144,true
HB176-24rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,24,true
HB176-48rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,48,true
HB176-96rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,96,true
HX176rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,176,true
HX176-144rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,144,true
HX176-24rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,24,true
HX176-48rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,48,true
HX176-96rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,96,true
